tool		GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
run set		parallel-sc-t1-r5.cat-sc.t1.r01.unreach-call	parallel-sc-t1-r5.cat-sc.t1.r01.unreach-call	parallel-sc-t1-r5.cat-sc.t1.r01.unreach-call	parallel-sc-t1-r5.cat-sc.t1.r01.unreach-call	parallel-sc-t1-r5.cat-sc.t1.r01.unreach-call	parallel-sc-t1-r5.cat-sc.t1.r01.unreach-call	parallel-sc-t2-r5.cat-sc.t2.r01.unreach-call	parallel-sc-t2-r5.cat-sc.t2.r01.unreach-call	parallel-sc-t2-r5.cat-sc.t2.r01.unreach-call	parallel-sc-t2-r5.cat-sc.t2.r01.unreach-call	parallel-sc-t2-r5.cat-sc.t2.r01.unreach-call	parallel-sc-t2-r5.cat-sc.t2.r01.unreach-call	parallel-sc-t4-r5.cat-sc.t4.r01.unreach-call	parallel-sc-t4-r5.cat-sc.t4.r01.unreach-call	parallel-sc-t4-r5.cat-sc.t4.r01.unreach-call	parallel-sc-t4-r5.cat-sc.t4.r01.unreach-call	parallel-sc-t4-r5.cat-sc.t4.r01.unreach-call	parallel-sc-t4-r5.cat-sc.t4.r01.unreach-call	parallel-sc-t8-r5.cat-sc.t8.r01.unreach-call	parallel-sc-t8-r5.cat-sc.t8.r01.unreach-call	parallel-sc-t8-r5.cat-sc.t8.r01.unreach-call	parallel-sc-t8-r5.cat-sc.t8.r01.unreach-call	parallel-sc-t8-r5.cat-sc.t8.r01.unreach-call	parallel-sc-t8-r5.cat-sc.t8.r01.unreach-call
/Users/sujie/Documents/Codes/C++/GenMC/genmc/experiment-analysis/parallel-scaling/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	blocked	executions	status	cputime (s)	walltime (s)	memory (MB)	blocked	executions	status	cputime (s)	walltime (s)	memory (MB)	blocked	executions	status	cputime (s)	walltime (s)	memory (MB)	blocked	executions
pthread/triangular-1.yml	true	TIMEOUT	61.000883311	61.0070648190449	25.808896			TIMEOUT	121.747965682	61.0111831779941	25.911296			true	94.759919869	23.81711007200647	25.968640		16632	true	82.84983561	10.462150283972733	25.849856		16632
goblint-regression/28-race_reach_37-indirect_racing.yml	false	false(unreach-call)	30.20839677	30.21370510995621	5874.536448		0	TIMEOUT	91.883814461	61.1490437600296	5933.105152			TIMEOUT	89.625042732	61.16137779102428	5933.486080			TIMEOUT	90.041476222	61.15561295300722	5934.104576		
goblint-regression/28-race_reach_01-simple_racing.yml	false	false(unreach-call)	30.515375605	30.531922810012475	5874.495488		0	TIMEOUT	91.558003877	61.14131911401637	5932.994560			TIMEOUT	89.754120902	61.1508247340098	5933.342720			TIMEOUT	89.71621303	61.16196904302342	5933.977600		
goblint-regression/28-race_reach_11-ptr_racing.yml	false	false(unreach-call)	31.561960049	31.57144796400098	5874.450432		0	TIMEOUT	91.464892724	61.13519752200227	5933.051904			TIMEOUT	90.369841712	61.14496950205648	5933.326336			TIMEOUT	88.997772766	61.15942360996269	5933.957120		
pthread-deagle/circular_buffer_bad.yml	false	false(unreach-call)	0.089696322	0.09434078802587464	25.890816		1	false(unreach-call)	0.080323394	0.07827964099124074	25.956352	7	1	false(unreach-call)	0.091113969	0.0845124390325509	26.021888	10	1	ABORTED	0.089980831	0.19117814302444458	26.001408		
pthread/fib_safe-5.yml	true	TIMEOUT	61.004724179	61.00891740096267	25.911296			TIMEOUT	121.884003589	61.008053664001636	25.964544			true	151.644012944	37.99123998702271	25.956352		2772	true	143.22420576	17.996761288959533	25.915392		2772
goblint-regression/28-race_reach_24-sound_lock_racing.yml	false	false(unreach-call)	30.050844507	30.0835809839773	5874.458624		0	TIMEOUT	92.045408653	61.13132789998781	5932.986368			TIMEOUT	90.279219185	61.16835924598854	5933.326336			TIMEOUT	90.303619756	61.1607696430292	5933.977600		
pthread-deagle/circular_buffer_ok.yml	true	TIMEOUT	61.004565706	61.009875858027954	25.890816			TIMEOUT	121.933489341	61.01318028400419	25.960448			true	123.705813787	31.003175615041982	26.083328		3432	true	104.782925234	13.180264690017793	26.099712		3432
