tool		GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
run set		baseline.unreach-call	baseline.unreach-call	baseline.unreach-call	baseline.unreach-call	baseline.unreach-call	baseline.unreach-call	finite-symbolic.unreach-call	finite-symbolic.unreach-call	finite-symbolic.unreach-call	finite-symbolic.unreach-call	finite-symbolic.unreach-call	finite-symbolic.unreach-call
../../../workspace/svcomp2026-caat/sv-benchmarks/c/		status	category	cputime (s)	walltime (s)	memory (MB)	termination	status	category	cputime (s)	walltime (s)	memory (MB)	termination
goblint-regression/13-privatized_66-mine-W-init_true.yml	true	true	correct	0.066303378	0.06916217898833565	25.956352		true	correct	0.088749339	0.09243729800800793	30.949376	
goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_neg.yml	false	true	wrong	0.064653383	0.06779662700137123	25.956352		ABORTED	error	0.078144006	0.18014985299669206	31.182848	
goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	true	correct	0.064476524	0.07246260599640664	26.058752		true	correct	0.105576521	0.10910671899910085	31.395840	
goblint-regression/13-privatized_46-refine-protected1_true.yml	true	true	correct	0.066244044	0.06786400500277523	25.960448		ABORTED	error	0.086604734	0.2060775849968195	30.978048	
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false	false(unreach-call)	correct	0.059898538	0.06563440398895182	26.025984		false(unreach-call)	correct	44.048147342	44.059006882001995	69.447680	
goblint-regression/13-privatized_40-traces-ex-6_true.yml	true	true	correct	0.066523261	0.07207434400334023	26.091520		true	correct	53.722100845	53.73253280199424	69.169152	
goblint-regression/13-privatized_44-traces-mine2_true.yml	true	true	correct	0.064965723	0.0689649739942979	26.091520		TIMEOUT	error	60.997014634	61.01476014999207	56.074240	cputime
goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	false	false(unreach-call)	correct	0.072603925	0.07447753399901558	26.046464		false(unreach-call)	correct	0.068968225	0.0748843460023636	26.009600	
goblint-regression/13-privatized_18-first-reads_unknown_2_neg.yml	false	true	wrong	0.073777276	0.0754666470020311	26.087424		true	wrong	0.065161912	0.07005733599362429	26.042368	
goblint-regression/13-privatized_36-traces-ex-3_true.yml	true	true	correct	0.067503376	0.07205809999140911	26.091520		TIMEOUT	error	61.002879524	61.012519834999694	65.200128	cputime
goblint-regression/13-privatized_35-traces-ex-2_true.yml	true	true	correct	0.055706725	0.061727623993647285	26.099712		TIMEOUT	error	60.478071346	61.01593282300746	100.241408	cputime
goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	true	true	correct	0.068630572	0.07494009801303037	26.083328		TIMEOUT	error	61.004473945	61.013805959009915	69.169152	cputime
goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	false	false(unreach-call)	correct	0.066040697	0.07297711199498735	25.989120		false(unreach-call)	correct	0.063863416	0.06597940799838398	26.054656	
goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	false	false(unreach-call)	correct	0.063794573	0.06884322399855591	26.091520		false(unreach-call)	correct	0.071829265	0.07552076900901739	26.087424	
goblint-regression/13-privatized_01-priv_nr_true.yml	true	true	correct	0.068215079	0.07271877699531615	26.046464		true	correct	0.069426495	0.07315422799729276	26.042368	
goblint-regression/13-privatized_42-traces-ex-mini_true.yml	true	true	correct	0.0657035	0.06772600499971304	26.083328		TIMEOUT	error	60.997677026	61.010116221994394	68.026368	cputime
goblint-regression/13-privatized_25-struct_nr_true.yml	true	true	correct	0.06887357	0.07325085399497766	26.046464		true	correct	0.068831093	0.0731174129905412	26.009600	
goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_pos.yml	false	true	wrong	0.068739234	0.07033571100328118	26.042368		TIMEOUT	error	60.997302557	61.01077167100448	70.950912	cputime
goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	true	true	correct	0.07242972	0.07434848400589544	26.030080		true	correct	0.059323871	0.06209716900775675	26.116096	
goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	true	true	correct	0.069463198	0.07732141800806858	26.005504		true	correct	0.069544248	0.07523057601065375	26.087424	
goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	true	correct	0.06969183	0.07457885600160807	26.030080		TIMEOUT	error	60.529230252	61.01180054199358	98.885632	cputime
goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	true	true	correct	0.072850483	0.07727332100330386	26.062848		true	correct	0.072701885	0.07490562400198542	26.042368	
weaver/test-semi1.wvr.yml	true	true	correct	0.059892926	0.06430155299312901	25.526272		true	correct	0.052459767	0.05829364599776454	25.632768	
weaver/test-easy11.wvr.yml	true	TIMEOUT	error	60.995682871	61.011114783002995	25.534464	cputime	TIMEOUT	error	61.001614545	61.00897094400716	25.595904	cputime
weaver/test-easy7.wvr.yml	true	true	correct	0.06222502	0.0676602609892143	25.522176		true	correct	0.057887627	0.063049297008547	25.579520	
weaver/test-easy1.wvr.yml	true	true	correct	0.054114954	0.057257958003901877	25.518080		true	correct	0.058042774	0.06215073599014431	25.518080	
weaver/popl20-figure1-alt.wvr.yml	true	true	correct	0.064421807	0.06969994600513019	25.526272		true	correct	0.065325121	0.07099119600025006	25.579520	
weaver/popl20-figure3.wvr.yml	true	TIMEOUT	error	60.897485098	61.01740523299668	124.989440	cputime	TIMEOUT	error	61.006084771	61.01571013400098	114.126848	cputime
weaver/test-easy8.wvr.yml	true	true	correct	0.051855956	0.06078010100463871	25.546752		true	correct	0.056930854	0.06444579600065481	25.559040	
