tool		GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
run set		caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r02.unreach-call	caat-pso.r02.unreach-call	caat-pso.r02.unreach-call	caat-pso.r02.unreach-call	caat-pso.r03.unreach-call	caat-pso.r03.unreach-call	caat-pso.r03.unreach-call	caat-pso.r03.unreach-call	caat-pso.r04.unreach-call	caat-pso.r04.unreach-call	caat-pso.r04.unreach-call	caat-pso.r04.unreach-call	caat-pso.r05.unreach-call	caat-pso.r05.unreach-call	caat-pso.r05.unreach-call	caat-pso.r05.unreach-call
svcomp2026-caat/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
goblint-regression/13-privatized_66-mine-W-init_true.yml	true	true	0.067431444	0.0720399499987252	25.956352	true	0.070496434	0.07485111901769415	25.956352	true	0.068127461	0.07171925401780754	25.858048	true	0.068407412	0.07587475498439744	25.960448	true	0.071908612	0.07743497501360252	25.952256
goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false	false(unreach-call)	0.071565315	0.07504569500451908	25.956352	false(unreach-call)	0.071030918	0.07650496502174065	25.956352	false(unreach-call)	0.066760138	0.07089153799461201	25.919488	false(unreach-call)	0.074512047	0.07807876699371263	25.939968	false(unreach-call)	0.064067985	0.07176616997458041	25.944064
goblint-regression/36-apron_16-traces-unprot2_true.yml	true	true	0.055509219	0.0620025199605152	25.944064	true	0.067473175	0.07185672101331875	25.956352	true	0.064412955	0.07068745401920751	25.964544	true	0.055846322	0.06319472898030654	25.956352	true	0.070259131	0.07471743202768266	25.960448
goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	true	0.072785003	0.07435656298184767	25.935872	true	0.067765443	0.07306165498448536	25.964544	true	0.073369748	0.07617920800112188	25.952256	true	0.074176715	0.0790027059847489	25.952256	true	0.068517745	0.07473826501518488	25.919488
goblint-regression/13-privatized_47-refine-protected2_true.yml	true	true	0.073448073	0.08108408300904557	25.964544	true	0.054136513	0.06103222898673266	25.939968	true	0.066248189	0.07367575500393286	25.923584	true	0.067221384	0.07482829398941249	25.956352	true	0.066943037	0.07258499803720042	25.952256
goblint-regression/13-privatized_46-refine-protected1_true.yml	true	true	0.069128684	0.07636385498335585	25.903104	true	0.068704155	0.07505255797877908	25.956352	true	0.066685562	0.07294138596625999	25.952256	true	0.06664321	0.07384461094625294	25.968640	true	0.067553879	0.07407655596034601	25.968640
goblint-regression/36-apron_11-traces-max-simple_true.yml	true	true	0.065919989	0.07172621798235923	25.960448	true	0.066995929	0.07107756199548021	25.956352	true	0.059472767	0.06585910398280248	25.956352	true	0.066669666	0.07176929799607024	25.890816	true	0.067393862	0.0779522989760153	25.935872
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false	false(unreach-call)	0.070978672	0.07567643601214513	25.956352	false(unreach-call)	0.068238057	0.0763918770244345	26.005504	false(unreach-call)	0.074870628	0.07769668498076499	25.952256	false(unreach-call)	0.066947296	0.07398522802395746	25.952256	false(unreach-call)	0.07108791	0.07457783998688683	25.960448
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	false	false(unreach-call)	0.066905321	0.07047944399528205	25.956352	false(unreach-call)	0.065239276	0.06953354302095249	25.956352	false(unreach-call)	0.068709302	0.07094658695859835	26.005504	false(unreach-call)	0.069295525	0.07452530198497698	25.956352	false(unreach-call)	0.067554482	0.07698620902374387	25.907200
goblint-regression/13-privatized_40-traces-ex-6_true.yml	true	true	0.07271922	0.08200993802165613	25.952256	true	0.06590817	0.069671098026447	25.956352	true	0.06939963	0.07531143602682278	25.964544	true	0.066556576	0.07185988296987489	25.952256	true	0.067417499	0.07503463502507657	25.972736
goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	true	true	0.064743167	0.06927596405148506	26.021888	true	0.067963544	0.07222516101319343	25.952256	true	0.071734634	0.07666053698631003	25.964544	true	0.065777358	0.07158801698824391	25.968640	true	0.056753487	0.061512650980148464	25.894912
goblint-regression/13-privatized_44-traces-mine2_true.yml	true	true	0.072770918	0.07411651802249253	25.927680	true	0.070210036	0.07160882599418983	25.989120	true	0.079924921	0.08542868896620348	25.956352	true	0.067341936	0.0737688479712233	25.956352	true	0.065380521	0.07082632696256042	25.952256
goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	false	false(unreach-call)	0.065556488	0.06991011602804065	26.046464	false(unreach-call)	0.065797582	0.07043742900714278	25.960448	false(unreach-call)	0.072301256	0.07656940800370649	25.952256	false(unreach-call)	0.068459579	0.07624214800307527	25.956352	false(unreach-call)	0.060554726	0.06652977300109342	25.944064
goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	false	false(unreach-call)	0.066162618	0.07071114197606221	26.005504	false(unreach-call)	0.068080763	0.07445342402206734	25.956352	false(unreach-call)	0.072129548	0.07663642900297418	25.956352	false(unreach-call)	0.063004979	0.069070647994522	25.952256	false(unreach-call)	0.069431885	0.07363390503451228	26.054656
goblint-regression/13-privatized_36-traces-ex-3_true.yml	true	true	0.071630773	0.07370822399388999	25.948160	true	0.062984571	0.06853907502954826	25.927680	true	0.060480841	0.06591753900283948	25.980928	true	0.069448289	0.07635610102443025	26.021888	true	0.071110791	0.08057441300479695	25.935872
goblint-regression/13-privatized_18-first-reads_true.yml	true	true	0.066460649	0.07590205001179129	26.038272	true	0.068098154	0.07089548499789089	25.931776	true	0.061392272	0.0665325679583475	26.058752	true	0.061816784	0.06781373801641166	25.952256	true	0.06754273	0.07455998699879274	26.009600
goblint-regression/13-privatized_35-traces-ex-2_true.yml	true	true	0.068662909	0.07329156005289406	25.939968	true	0.062023429	0.07040096301352605	26.005504	true	0.072530746	0.07975789695046842	25.985024	true	0.074358875	0.07949285302311182	25.964544	true	0.065763695	0.0741452649817802	25.952256
goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	true	0.063086082	0.06602436199318618	25.956352	true	0.070211773	0.0736223220010288	26.005504	true	0.073658858	0.07822654803749174	25.952256	true	0.066714549	0.07679600600386038	25.976832	true	0.074109138	0.08330502401804551	25.972736
goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	true	true	0.078119843	0.08476523798890412	25.952256	true	0.078563436	0.08219835703494027	25.960448	true	0.064964689	0.0701261640060693	25.956352	true	0.061064907	0.07128371996805072	25.952256	true	0.07128496	0.0763027099892497	25.956352
goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	false	false(unreach-call)	0.062804044	0.06881496595451608	26.062848	false(unreach-call)	0.053733674	0.06088991602882743	25.952256	false(unreach-call)	0.067369928	0.07384815695695579	25.964544	false(unreach-call)	0.068331171	0.07215882797027007	26.046464	false(unreach-call)	0.065934951	0.06989301298744977	25.960448
goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	false	false(unreach-call)	0.06288357	0.07239261001814157	25.956352	false(unreach-call)	0.056044987	0.06242591398768127	25.997312	false(unreach-call)	0.061978799	0.06503077602246776	25.956352	false(unreach-call)	0.069591758	0.07323162897955626	25.968640	false(unreach-call)	0.061506595	0.06805472896667197	25.948160
