tool		GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
run set		caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r02.unreach-call	caat-pso.r02.unreach-call	caat-pso.r02.unreach-call	caat-pso.r02.unreach-call	caat-pso.r03.unreach-call	caat-pso.r03.unreach-call	caat-pso.r03.unreach-call	caat-pso.r03.unreach-call	caat-pso.r04.unreach-call	caat-pso.r04.unreach-call	caat-pso.r04.unreach-call	caat-pso.r04.unreach-call	caat-pso.r05.unreach-call	caat-pso.r05.unreach-call	caat-pso.r05.unreach-call	caat-pso.r05.unreach-call
svcomp2026-caat/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
goblint-regression/13-privatized_66-mine-W-init_true.yml	true	true	0.069400179	0.08362400595797226	25.960448	true	0.06914761	0.07542886101873592	25.952256	true	0.068180205	0.0721558119985275	25.964544	true	0.073970861	0.07975606003310531	25.952256	true	0.069019069	0.07277486700331792	25.956352
goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false	false(unreach-call)	0.066486548	0.07740187901072204	25.952256	false(unreach-call)	0.067386479	0.07350356999086216	25.952256	false(unreach-call)	0.067531255	0.07634482701541856	25.956352	false(unreach-call)	0.065079071	0.07066517497878522	25.972736	false(unreach-call)	0.069521055	0.07525990798603743	25.960448
goblint-regression/36-apron_16-traces-unprot2_true.yml	true	true	0.071540063	0.07366799999726936	25.952256	true	0.065803301	0.06928181799594313	25.956352	true	0.071206457	0.07472668599803	25.956352	true	0.065474452	0.06944417004706338	25.956352	true	0.066708139	0.07101223099743947	25.960448
goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	true	0.071196192	0.07391017698682845	25.960448	true	0.066957376	0.07264517998555675	25.960448	true	0.071792313	0.07573323498945683	25.956352	true	0.067468294	0.07557815802283585	25.927680	true	0.06852856	0.07529971498297527	25.952256
goblint-regression/13-privatized_47-refine-protected2_true.yml	true	true	0.068060826	0.07255868701031432	25.952256	true	0.067011095	0.07169144495856017	26.013696	true	0.071482881	0.07729757099878043	25.952256	true	0.064612194	0.06888319295831025	25.948160	true	0.066486308	0.07361934299115092	25.931776
goblint-regression/13-privatized_46-refine-protected1_true.yml	true	true	0.068939518	0.07270155003061518	26.017792	true	0.067930785	0.07291426899610087	25.956352	true	0.06796448	0.0722328299889341	25.976832	true	0.069325759	0.07508707098895684	25.956352	true	0.070609317	0.07720127899665385	25.927680
goblint-regression/36-apron_11-traces-max-simple_true.yml	true	true	0.067580401	0.07257633999688551	25.956352	true	0.076102319	0.07724416500423104	25.956352	true	0.085893607	0.09056171798147261	25.960448	true	0.053752745	0.0595103109953925	25.989120	true	0.073765888	0.07846196700120345	25.956352
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false	false(unreach-call)	0.067373889	0.07016208802815527	25.956352	false(unreach-call)	0.05708799	0.05950340203708038	26.001408	false(unreach-call)	0.069342358	0.07290356501471251	26.009600	false(unreach-call)	0.086119447	0.09383630496449769	26.013696	false(unreach-call)	0.07302188	0.07853146101115271	25.952256
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	false	false(unreach-call)	0.063890803	0.06748216605046764	25.952256	false(unreach-call)	0.059827238	0.06191033701179549	25.952256	false(unreach-call)	0.060127707	0.06230733799748123	25.960448	false(unreach-call)	0.069695954	0.07244553399505094	25.964544	false(unreach-call)	0.064684647	0.07005829398985952	25.944064
goblint-regression/13-privatized_40-traces-ex-6_true.yml	true	true	0.068877894	0.072775415959768	25.960448	true	0.067310723	0.07189958496019244	25.927680	true	0.067654273	0.07333376799942926	25.952256	true	0.069334395	0.07196223101345822	25.919488	true	0.0842266	0.0911905859829858	25.948160
goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	true	true	0.069366936	0.07429410895565525	25.907200	true	0.066710489	0.06893653300357983	25.923584	true	0.066007397	0.06930713099427521	25.956352	true	0.065750077	0.0710090670036152	25.972736	true	0.069922419	0.07676978904055431	26.013696
goblint-regression/13-privatized_44-traces-mine2_true.yml	true	true	0.057220944	0.05958715203450993	26.005504	true	0.066873066	0.0717998780310154	25.964544	true	0.067431968	0.07273013703525066	26.001408	true	0.066890245	0.07385378400795162	25.952256	true	0.069548165	0.07640472403727472	25.956352
goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	false	false(unreach-call)	0.071849756	0.07310603302903473	25.956352	false(unreach-call)	0.068049885	0.070081222045701	25.956352	false(unreach-call)	0.072242289	0.07655019703088328	26.009600	false(unreach-call)	0.059002321	0.06644001300446689	26.025984	false(unreach-call)	0.070225674	0.07239133201073855	26.021888
goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	false	false(unreach-call)	0.054459641	0.05893504194682464	26.021888	false(unreach-call)	0.065725843	0.07501332898391411	25.948160	false(unreach-call)	0.070663522	0.07258838502457365	26.017792	false(unreach-call)	0.077207249	0.07985356799326837	26.013696	false(unreach-call)	0.073156286	0.08449547196505591	25.952256
goblint-regression/13-privatized_36-traces-ex-3_true.yml	true	true	0.065635733	0.07307057600701228	25.960448	true	0.068867615	0.0711066200165078	25.944064	true	0.075994536	0.0776377419824712	25.956352	true	0.06627619	0.07310864696046337	25.960448	true	0.059446689	0.06741426198277622	25.927680
goblint-regression/13-privatized_18-first-reads_true.yml	true	true	0.056285515	0.061881248955614865	26.001408	true	0.067658003	0.07421106699621305	25.980928	true	0.067688079	0.0737125159939751	26.075136	true	0.06597171	0.0693789409706369	26.009600	true	0.072581909	0.07565725297899917	25.964544
goblint-regression/13-privatized_35-traces-ex-2_true.yml	true	true	0.072693031	0.07713638001587242	25.935872	true	0.058005597	0.06851362501038238	26.030080	true	0.063661981	0.06820785196032375	25.956352	true	0.064746967	0.07573707599658519	25.976832	true	0.06975635	0.07804369000950828	25.952256
goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	true	0.062229545	0.06428590405266732	26.062848	true	0.062946536	0.06478878599591553	25.960448	true	0.063253024	0.0654910359880887	25.980928	true	0.05897714	0.06568982801400125	26.013696	true	0.05671173	0.06323747098213062	26.017792
goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	true	true	0.067474135	0.07272622000891715	25.960448	true	0.072014538	0.07576279499335214	25.960448	true	0.07340592	0.07792757503921166	26.017792	true	0.067666764	0.07502863003173843	25.915392	true	0.059973404	0.06974437303142622	26.030080
goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	false	false(unreach-call)	0.05811626	0.0656081719789654	25.939968	false(unreach-call)	0.066985157	0.07533196598524228	25.972736	false(unreach-call)	0.06630002	0.07397510699229315	26.009600	false(unreach-call)	0.057571024	0.06304365495452657	25.993216	false(unreach-call)	0.071904688	0.07765395595924929	25.956352
goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	false	false(unreach-call)	0.060720921	0.06641543499426916	25.952256	false(unreach-call)	0.056134926	0.06286110001383349	26.034176	false(unreach-call)	0.065161939	0.07060643896693364	26.001408	false(unreach-call)	0.06006105	0.06346990395104513	25.956352	false(unreach-call)	0.065932188	0.0761768480297178	26.087424
