tool		GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	Deagle 4.1.0	Deagle 4.1.0	Deagle 4.1.0	Deagle 4.1.0
run set		adapted-genmc.GenMC.unreach-call	adapted-genmc.GenMC.unreach-call	adapted-genmc.GenMC.unreach-call	adapted-genmc.GenMC.unreach-call	adapted-cat.GenMC+CAT.unreach-call	adapted-cat.GenMC+CAT.unreach-call	adapted-cat.GenMC+CAT.unreach-call	adapted-cat.GenMC+CAT.unreach-call	adapted-caat.GenMC+CAAT.unreach-call	adapted-caat.GenMC+CAAT.unreach-call	adapted-caat.GenMC+CAAT.unreach-call	adapted-caat.GenMC+CAAT.unreach-call	adapted-deagle.Deagle.unreach-call	adapted-deagle.Deagle.unreach-call	adapted-deagle.Deagle.unreach-call	adapted-deagle.Deagle.unreach-call
/workspace/experiments/fair-coverage/comparison-60s/final/raw/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
goblint-regression/13-privatized_04-priv_multi_true.yml	true	OUT OF MEMORY	14.33439222	14.502816455962602	3999.997952	TIMEOUT	61.057309048	61.10831192502519	1483.689984	TIMEOUT	61.016969286	61.059976437012665	775.192576	TIMEOUT	61.063422689	61.0116060480359	2500.751360
goblint-regression/13-privatized_18-first-reads_unknown_1_pos.yml	false	true	0.075336055	0.08023705799132586	25.694208	true	0.055505939	0.09531827695900574	25.800704	true	0.060992377	0.10724310495425016	25.800704	false(unreach-call)	0.210240093	0.3160127729643136	11.075584
goblint-regression/13-privatized_18-first-reads_unknown_2_neg.yml	false	true	0.070354367	0.07937754195882007	25.669632	true	0.052416766	0.08492643700446934	25.825280	true	0.059236192	0.08776616305112839	25.825280	false(unreach-call)	0.195335163	0.21375797502696514	11.124736
goblint-regression/13-privatized_52-refine-protected-loop2-small_true.yml	true	TIMEOUT	60.978578687	61.02037081797607	129.163264	OUT OF MEMORY	31.502705116	31.57886594196316	3999.997952	TIMEOUT	60.775548135	61.03110322804423	113.774592	true	5.233610826	5.272916287998669	28.327936
goblint-regression/13-privatized_67-pthread_cond_wait_true.yml	false	ERROR (compilation)	0.060473624	0.1411627759807743	25.690112	ERROR (compilation)	0.068657141	0.0782864119973965	25.829376	ERROR (compilation)	0.058801152	0.06737868598429486	25.858048	false(unreach-call)	0.30062659	0.3107635219930671	13.332480
goblint-regression/13-privatized_67-pthread_cond_wait_unknown_1_neg.yml	false	ERROR (compilation)	0.065575749	0.07066987600410357	25.698304	ERROR (compilation)	0.069650387	0.07919288094853982	25.825280	ERROR (compilation)	0.062141956	0.06819085398456082	25.751552	false(unreach-call)	0.298241065	0.31006348598748446	13.225984
goblint-regression/13-privatized_67-pthread_cond_wait_unknown_1_pos.yml	false	ERROR (compilation)	0.066868415	0.07711779297096655	25.731072	ERROR (compilation)	0.069037504	0.07804980897344649	25.829376	ERROR (compilation)	0.063606495	0.06952988001285121	25.788416	false(unreach-call)	0.302595049	0.31285026599653065	13.221888
goblint-regression/28-race_reach_01-simple_racing.yml	false	false(unreach-call)	3.633386535	3.6582295009866357	77.135872	OUT OF MEMORY	28.525235056	29.883799187024124	3999.997952	OUT OF MEMORY	45.130004428	45.722855244006496	3999.997952	ERROR	0.117584805	0.12809983699116856	11.231232
