tool		GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP fair-coverage adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	Deagle 4.1.0	Deagle 4.1.0	Deagle 4.1.0	Deagle 4.1.0
run set		adapted-genmc.GenMC.unreach-call	adapted-genmc.GenMC.unreach-call	adapted-genmc.GenMC.unreach-call	adapted-genmc.GenMC.unreach-call	adapted-caat-sc.GenMC+CAAT-SC.unreach-call	adapted-caat-sc.GenMC+CAAT-SC.unreach-call	adapted-caat-sc.GenMC+CAAT-SC.unreach-call	adapted-caat-sc.GenMC+CAAT-SC.unreach-call	adapted-caat-tso.GenMC+CAAT-TSO.unreach-call	adapted-caat-tso.GenMC+CAAT-TSO.unreach-call	adapted-caat-tso.GenMC+CAAT-TSO.unreach-call	adapted-caat-tso.GenMC+CAAT-TSO.unreach-call	adapted-caat-pso.GenMC+CAAT-PSO.unreach-call	adapted-caat-pso.GenMC+CAAT-PSO.unreach-call	adapted-caat-pso.GenMC+CAAT-PSO.unreach-call	adapted-caat-pso.GenMC+CAAT-PSO.unreach-call	adapted-deagle.Deagle.unreach-call	adapted-deagle.Deagle.unreach-call	adapted-deagle.Deagle.unreach-call	adapted-deagle.Deagle.unreach-call
/workspace/experiments/fair-coverage/comparison-latest-vs-deagle-60s/final-five/raw/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
goblint-regression/13-privatized_01-priv_nr_true.yml	true	true	0.067397494	0.07190991390962154	25.784320	true	0.063460491	0.07352796290069818	25.866240	true	0.056838797	0.06294652901124209	25.944064	true	0.055183311	0.06924034398980439	26.079232	true	0.220143804	0.26579370500985533	11.157504
goblint-regression/13-privatized_04-priv_multi_true.yml	true	OUT OF MEMORY	15.025412723	15.772411742946133	3999.997952	TIMEOUT	61.06942008	61.161694334005006	1981.943808	TIMEOUT	61.037241123	61.0728026520228	982.237184	TIMEOUT	61.059165242	61.087199560017325	1203.666944	TIMEOUT	61.200725499	64.30051090603229	2494.545920
goblint-regression/13-privatized_18-first-reads_true.yml	true	true	0.060210984	0.07024881104007363	25.735168	true	0.066093486	0.06743656902108341	25.894912	true	0.058179961	0.062013918068259954	25.960448	true	0.061711626	0.07142434606794268	26.038272	true	0.217353939	0.2839218870503828	11.100160
goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	false	false(unreach-call)	0.071466072	0.07613019901327789	25.722880	false(unreach-call)	0.066311347	0.07276691403239965	25.817088	false(unreach-call)	0.060253005	0.0669797039590776	25.960448	false(unreach-call)	0.058616037	0.06890188704710454	26.009600	false(unreach-call)	0.266266218	0.33739867503754795	10.969088
goblint-regression/13-privatized_18-first-reads_unknown_1_pos.yml	false	true	0.059854698	0.06557834299746901	25.718784	true	0.068990548	0.07209094904828817	25.858048	true	0.060296917	0.06720658403355628	25.931776	true	0.069502242	0.07734279509168118	26.017792	false(unreach-call)	0.239477527	0.3125842319568619	11.042816
goblint-regression/13-privatized_18-first-reads_unknown_2_neg.yml	false	true	0.071390758	0.07771016901824623	25.669632	true	0.057057833	0.06380372901912779	25.800704	true	0.055700595	0.06847597600426525	25.968640	true	0.065370937	0.07652281399350613	25.960448	false(unreach-call)	0.236205402	0.28548132395371795	11.108352
goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	false	false(unreach-call)	0.069011432	0.07577400398440659	25.673728	false(unreach-call)	0.054854482	0.06298239901661873	25.845760	false(unreach-call)	0.071100259	0.08585454092826694	25.915392	false(unreach-call)	0.05544935	0.06603922008071095	25.985024	false(unreach-call)	0.262806674	0.3380619370145723	11.022336
goblint-regression/13-privatized_19-publish-precision_true.yml	true	true	0.065272678	0.0747908930061385	25.776128	true	0.056080343	0.06337660097051412	25.821184	true	0.056964455	0.07988606195431203	25.993216	true	0.058929838	0.07162779395002872	25.960448	true	0.226319556	0.2576271470170468	11.112448
goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	false	false(unreach-call)	0.07075658	0.07642482093069702	25.649152	false(unreach-call)	0.0566991	0.06048721994739026	25.866240	false(unreach-call)	0.05596749	0.0598989250138402	25.964544	false(unreach-call)	0.067324654	0.07769619999453425	26.083328	false(unreach-call)	0.279867169	0.3315995680168271	11.046912
goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	false	false(unreach-call)	0.065658828	0.06890875403769314	25.702400	false(unreach-call)	0.056514491	0.09309795498847961	25.899008	false(unreach-call)	0.066082938	0.07256307604257017	25.935872	false(unreach-call)	0.055810774	0.07202371302992105	26.009600	false(unreach-call)	0.239378252	0.3332483989652246	11.051008
goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	false	false(unreach-call)	0.067013074	0.07101740303914994	25.767936	false(unreach-call)	0.063995124	0.07000046200118959	25.874432	false(unreach-call)	0.056976802	0.05856297304853797	25.960448	false(unreach-call)	0.059938129	0.06727364705875516	25.964544	false(unreach-call)	0.236857497	0.28723690810147673	11.067392
goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	false	false(unreach-call)	0.071360149	0.07625597598962486	25.681920	false(unreach-call)	0.062993731	0.07140992605127394	25.821184	false(unreach-call)	0.058410187	0.06014975404832512	25.968640	false(unreach-call)	0.055171166	0.06794634298421443	26.025984	false(unreach-call)	0.281601823	0.34758881898596883	11.083776
goblint-regression/13-privatized_20-publish-regression_true.yml	true	true	0.071713575	0.11661789193749428	25.780224	true	0.065852307	0.0725945410085842	25.874432	true	0.05727847	0.07818234898149967	26.021888	true	0.059021772	0.08212677598930895	26.042368	true	0.226464184	0.2854562719585374	11.083776
goblint-regression/13-privatized_24-multiple-protecting_true.yml	true	true	0.075734684	0.11586129607167095	25.747456	true	0.058543357	0.06429472798481584	25.829376	true	0.063887251	0.07516912906430662	25.980928	true	0.08928132	0.17627715307753533	26.103808	true	0.340213937	0.4248865599511191	28.749824
goblint-regression/13-privatized_25-struct_nr_true.yml	true	true	0.061309807	0.06565250607673079	25.653248	true	0.066207257	0.07569575903471559	25.763840	true	0.059785592	0.0709106809226796	26.087424	true	0.066933437	0.1008620789507404	25.952256	true	0.244820453	0.311831644969061	11.063296
goblint-regression/13-privatized_27-multiple-protecting2_true.yml	true	true	0.081636115	0.13408772798720747	25.776128	true	0.067553251	0.08739764103665948	25.911296	true	0.069791547	0.13848890794906765	26.107904	true	0.173450956	0.24187531997449696	26.144768	true	0.362999991	0.3843769249506295	29.880320
