tool		GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
run set		parallel-tso-t1-r5.cat-tso.t1.r01.unreach-call	parallel-tso-t1-r5.cat-tso.t1.r01.unreach-call	parallel-tso-t1-r5.cat-tso.t1.r01.unreach-call	parallel-tso-t1-r5.cat-tso.t1.r01.unreach-call	parallel-tso-t1-r5.cat-tso.t1.r01.unreach-call	parallel-tso-t1-r5.cat-tso.t1.r01.unreach-call	parallel-tso-t2-r5.cat-tso.t2.r01.unreach-call	parallel-tso-t2-r5.cat-tso.t2.r01.unreach-call	parallel-tso-t2-r5.cat-tso.t2.r01.unreach-call	parallel-tso-t2-r5.cat-tso.t2.r01.unreach-call	parallel-tso-t2-r5.cat-tso.t2.r01.unreach-call	parallel-tso-t2-r5.cat-tso.t2.r01.unreach-call	parallel-tso-t4-r5.cat-tso.t4.r01.unreach-call	parallel-tso-t4-r5.cat-tso.t4.r01.unreach-call	parallel-tso-t4-r5.cat-tso.t4.r01.unreach-call	parallel-tso-t4-r5.cat-tso.t4.r01.unreach-call	parallel-tso-t4-r5.cat-tso.t4.r01.unreach-call	parallel-tso-t4-r5.cat-tso.t4.r01.unreach-call	parallel-tso-t8-r5.cat-tso.t8.r01.unreach-call	parallel-tso-t8-r5.cat-tso.t8.r01.unreach-call	parallel-tso-t8-r5.cat-tso.t8.r01.unreach-call	parallel-tso-t8-r5.cat-tso.t8.r01.unreach-call	parallel-tso-t8-r5.cat-tso.t8.r01.unreach-call	parallel-tso-t8-r5.cat-tso.t8.r01.unreach-call
/Users/sujie/Documents/Codes/C++/GenMC/genmc/experiment-analysis/parallel-scaling/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	blocked	executions	status	cputime (s)	walltime (s)	memory (MB)	blocked	executions	status	cputime (s)	walltime (s)	memory (MB)	blocked	executions	status	cputime (s)	walltime (s)	memory (MB)	blocked	executions
goblint-regression/13-privatized_66-mine-W-init_true.yml	true	true	0.051473189	0.055255333019886166	25.817088		1	true	0.065314425	0.06981757999164984	25.960448		1	true	0.068356482	0.07206314499489963	25.862144		1	true	0.072324004	0.07622412499040365	25.894912		1
goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false	false(unreach-call)	0.062118316	0.08957909099990502	25.894912		0	false(unreach-call)	0.060463669	0.06322335998993367	25.825280		0	false(unreach-call)	0.066433485	0.07086997403530404	25.890816		0	false(unreach-call)	0.069013591	0.07057044398970902	25.923584		0
goblint-regression/36-apron_16-traces-unprot2_true.yml	true	true	0.060787919	0.08198499400168657	25.825280		1	true	0.070845433	0.07597533700754866	25.829376		1	true	0.060401668	0.06093631900148466	25.899008		1	true	0.072963587	0.0723772490164265	25.952256		1
goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	true	0.059167447	0.07151272997725755	25.837568		1	true	0.061730886	0.06585375702707097	25.841664		1	true	0.065805826	0.0688928309828043	25.886720		1	true	0.073554702	0.07466277701314539	25.956352		1
goblint-regression/13-privatized_47-refine-protected2_true.yml	true	true	0.05980086	0.06593846995383501	25.903104		2	true	0.063282134	0.06907206401228905	25.915392		2	true	0.065529071	0.06526047101942822	25.903104		2	true	0.073075179	0.07459243596531451	25.907200		2
goblint-regression/13-privatized_46-refine-protected1_true.yml	true	true	0.060857947	0.09032686898717657	25.911296		1	true	0.062047897	0.06785610999213532	25.915392		1	true	0.053826771	0.058350492967292666	25.919488		1	true	0.066878125	0.06608384498395026	25.841664		1
goblint-regression/36-apron_11-traces-max-simple_true.yml	true	true	0.062541162	0.08310246904147789	25.829376		2	true	0.066517288	0.06791607901686803	25.845760		2	true	0.07080649	0.07085201604058966	25.890816		2	true	0.070030322	0.07227722700918093	26.038272		2
goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false	false(unreach-call)	0.062678985	0.08963996102102101	25.944064		0	false(unreach-call)	0.063606972	0.06570076395291835	25.952256	1	0	false(unreach-call)	0.064524038	0.0646442020079121	25.894912	1	0	false(unreach-call)	0.06430326	0.06779892300255597	26.083328	1	0
